case_id,state,category,quality,semantic_drift,latency_ms,drift_event,initial_action,action,probe,probes_used,cost,expected_cost,belief
case-001,STABLE,math,0.9706788907701058,0.10404810428584631,483.5499298490815,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-002,STABLE,safety,0.924914279207167,0.10904880628668999,488.0465862915704,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-003,STABLE,code,0.6984554186491414,0.0,314.34487377044553,False,ACCEPT,ACCEPT,,0,0.0,0.5478013706506755,"{""STABLE"": 0.8479480419557741, ""DEGRADED"": 0.05478013706506755, ""TRANSIENT"": 0.027525538298550156, ""DISTRIBUTION_SHIFT"": 0.06974628268060812}"
case-004,STABLE,instruction,0.8870647916351511,0.15820446336249966,357.3523493879848,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-005,STABLE,knowledge,0.9800711903176537,0.04148345383711562,347.53891611215033,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-006,STABLE,math,0.9328267845283311,0.23098898327895312,361.4705088506275,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-007,STABLE,safety,0.883500679284121,0.08851616087141032,217.59839078866204,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-008,STABLE,code,0.8531636380525313,0.0,502.65935269755613,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-009,STABLE,instruction,0.8405993396447912,0.05287306059005162,423.1050497039396,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
case-010,STABLE,knowledge,0.8850803584116592,0.0,250.9363469224249,False,ACCEPT,ACCEPT,,0,0.0,0.015583686148442025,"{""STABLE"": 0.9835265370892926, ""DEGRADED"": 0.0015583686148442025, ""TRANSIENT"": 0.0018508173508306155, ""DISTRIBUTION_SHIFT"": 0.013064276945032595}"
